OrderID,OrderDate,ProductID,CustomerID,StoreID,Quantity,UnitPrice,Discount,TotalSales,Cost,Profit,Year,Month,Day
O101291,2023-11-12,P0064,C00682,S005,2,12.06,0.05,22.91,10.96,11.95,2023,11,12
O101207,2023-11-12,P0052,C00642,S003,3,97.55,0.15,248.75,184.41,64.34,2023,11,12
O109060,2023-11-12,P0055,C00290,S010,1,24.74,0.0,24.74,17.48,7.26,2023,11,12
O109256,2023-11-12,P0077,C01177,S012,1,130.07,0.1,117.06,107.65,9.41,2023,11,12
O106341,2023-11-12,P0047,C00578,S002,1,125.46,0.0,125.46,59.9,65.56,2023,11,12
O110928,2023-11-12,P0085,C00532,S010,1,34.17,0.0,34.17,27.5,6.67,2023,11,12
O100960,2023-11-12,P0037,C00981,S002,2,61.48,0.05,116.81,96.2,20.61,2023,11,12
O104884,2023-11-12,P0040,C00981,S003,10,25.25,0.0,252.5,165.3,87.2,2023,11,12
O105394,2023-11-12,P0057,C01104,S008,3,157.4,0.1,424.98,394.83,30.15,2023,11,12
O108189,2023-11-12,P0015,C00773,S005,1,36.03,0.0,36.03,18.61,17.42,2023,11,12
O101070,2023-11-13,P0099,C00580,S009,4,5.01,0.0,20.04,11.08,8.96,2023,11,13
O100432,2023-11-13,P0010,C00334,S003,1,14.81,0.15,12.59,12.15,0.44,2023,11,13
O111287,2023-11-13,P0009,C00355,S008,1,8.02,0.0,8.02,6.09,1.93,2023,11,13
O106272,2023-11-13,P0008,C00533,S010,1,22.28,0.2,17.82,11.14,6.68,2023,11,13
O110026,2023-11-13,P0008,C00868,S012,5,22.28,0.1,100.26,55.7,44.56,2023,11,13
O102691,2023-11-13,P0087,C00028,S012,1,463.9,0.05,440.7,253.65,187.05,2023,11,13
O103709,2023-11-13,P0029,C00358,S008,3,93.75,0.0,281.25,206.28,74.97,2023,11,13
O106151,2023-11-13,P0030,C00141,S004,1,41.4,0.15,35.19,25.21,9.98,2023,11,13
O102709,2023-11-13,P0085,C00981,S012,1,34.17,0.1,30.75,27.5,3.25,2023,11,13
O102778,2023-11-13,P0048,C00391,S002,2,113.33,0.15,192.66,165.1,27.56,2023,11,13
O105540,2023-11-13,P0033,C00562,S007,2,47.81,0.1,86.06,62.42,23.64,2023,11,13
O109812,2023-11-13,P0060,C00548,S005,2,80.71,0.0,161.42,102.5,58.92,2023,11,13
O101545,2023-11-13,P0016,C00837,S008,3,547.4,0.05,1560.09,1192.23,367.86,2023,11,13
O106614,2023-11-14,P0085,C00922,S009,1,34.17,0.0,34.17,27.5,6.67,2023,11,14
O110898,2023-11-14,P0035,C00963,S008,3,21.89,0.15,55.82,36.75,19.07,2023,11,14
O107528,2023-11-14,P0036,C01110,S011,1,15.34,0.0,15.34,8.29,7.05,2023,11,14
O109758,2023-11-14,P0078,C00922,S003,1,18.31,0.0,18.31,12.84,5.47,2023,11,14
O100816,2023-11-14,P0051,C00154,S011,1,32.14,0.0,32.14,16.02,16.12,2023,11,14
O100808,2023-11-14,P0032,C00294,S011,2,62.15,0.0,124.3,90.58,33.72,2023,11,14
O107101,2023-11-14,P0093,C00229,S007,1,13.08,0.0,13.08,9.16,3.92,2023,11,14
O105272,2023-11-14,P0030,C00236,S007,1,41.4,0.0,41.4,25.21,16.19,2023,11,14
O110416,2023-11-14,P0079,C00422,S008,1,120.53,0.0,120.53,93.1,27.43,2023,11,14
O107248,2023-11-14,P0068,C00228,S005,2,100.31,0.15,170.53,162.76,7.77,2023,11,14
O102378,2023-11-14,P0068,C00733,S003,1,100.31,0.1,90.28,81.38,8.9,2023,11,14
O108512,2023-11-14,P0039,C00858,S002,1,47.6,0.1,42.84,32.53,10.31,2023,11,14
O108823,2023-11-14,P0023,C00498,S010,1,818.22,0.0,818.22,630.15,188.07,2023,11,14
O110813,2023-11-14,P0067,C00392,S005,1,5.57,0.0,5.57,3.25,2.32,2023,11,14
O109545,2023-11-14,P0073,C00226,S004,1,36.7,0.0,36.7,18.22,18.48,2023,11,14
O105399,2023-11-14,P0088,C00750,S009,4,5.57,0.05,21.17,17.24,3.93,2023,11,14
O111254,2023-11-14,P0094,C00792,S009,1,21.21,0.2,16.97,12.17,4.8,2023,11,14
O105040,2023-11-15,P0014,C00056,S005,1,13.14,0.05,12.48,6.13,6.35,2023,11,15
O100317,2023-11-15,P0042,C01139,S010,2,9.86,0.0,19.72,12.46,7.26,2023,11,15
O106922,2023-11-15,P0042,C01051,S009,2,9.86,0.0,19.72,12.46,7.26,2023,11,15
O103891,2023-11-15,P0096,C00172,S002,2,63.84,0.0,127.68,70.1,57.58,2023,11,15
O111361,2023-11-15,P0037,C00150,S002,4,61.48,0.0,245.92,192.4,53.52,2023,11,15
O101508,2023-11-15,P0072,C00633,S001,2,149.26,0.0,298.52,139.02,159.5,2023,11,15
O101140,2023-11-15,P0066,C00944,S012,1,105.53,0.0,105.53,58.77,46.76,2023,11,15
O111059,2023-11-15,P0100,C00570,S008,1,142.46,0.0,142.46,91.14,51.32,2023,11,15
O108194,2023-11-15,P0017,C01185,S001,1,25.27,0.0,25.27,17.77,7.5,2023,11,15
O105631,2023-11-15,P0088,C00177,S001,2,5.57,0.1,10.03,8.62,1.41,2023,11,15
O103789,2023-11-15,P0033,C01032,S004,1,47.81,0.0,47.81,31.21,16.6,2023,11,15
O105016,2023-11-15,P0052,C00924,S012,1,97.55,0.0,97.55,61.47,36.08,2023,11,15
O110191,2023-11-15,P0066,C00633,S010,2,105.53,0.1,189.95,117.54,72.41,2023,11,15
O100426,2023-11-15,P0084,C01002,S004,2,17.53,0.0,35.06,28.22,6.84,2023,11,15
O106704,2023-11-15,P0002,C01088,S003,1,130.95,0.0,130.95,100.06,30.89,2023,11,15
O105364,2023-11-15,P0093,C00230,S009,1,13.08,0.0,13.08,9.16,3.92,2023,11,15
O107301,2023-11-15,P0088,C01176,S003,2,5.57,0.15,9.47,8.62,0.85,2023,11,15
O110207,2023-11-16,P0057,C00424,S002,2,157.4,0.05,299.06,263.22,35.84,2023,11,16
O103256,2023-11-16,P0026,C00376,S002,1,325.3,0.1,292.77,181.38,111.39,2023,11,16
O104149,2023-11-16,P0010,C00964,S011,1,14.81,0.1,13.33,12.15,1.18,2023,11,16
O105132,2023-11-16,P0100,C00227,S010,2,142.46,0.0,284.92,182.28,102.64,2023,11,16
O109378,2023-11-16,P0063,C00286,S004,1,112.94,0.1,101.65,90.69,10.96,2023,11,16
O104969,2023-11-16,P0003,C00571,S004,1,44.76,0.0,44.76,33.14,11.62,2023,11,16
O107371,2023-11-16,P0086,C00938,S004,1,310.61,0.2,248.49,159.69,88.8,2023,11,16
O103484,2023-11-16,P0092,C00570,S010,1,41.48,0.1,37.33,25.41,11.92,2023,11,16
O100420,2023-11-16,P0039,C01141,S003,1,47.6,0.0,47.6,32.53,15.07,2023,11,16
O106882,2023-11-16,P0011,C00387,S006,2,713.82,0.05,1356.26,903.66,452.6,2023,11,16
O110139,2023-11-16,P0053,C01006,S006,2,51.37,0.0,102.74,64.54,38.2,2023,11,16
O105226,2023-11-16,P0048,C00020,S001,1,113.33,0.1,102.0,82.55,19.45,2023,11,16
O105057,2023-11-17,P0087,C00988,S002,1,463.9,0.0,463.9,253.65,210.25,2023,11,17
O103383,2023-11-17,P0010,C00221,S003,2,14.81,0.1,26.66,24.3,2.36,2023,11,17
O107818,2023-11-17,P0100,C00650,S009,2,142.46,0.0,284.92,182.28,102.64,2023,11,17
O101754,2023-11-17,P0084,C00228,S007,3,17.53,0.05,49.96,42.33,7.63,2023,11,17
O110745,2023-11-17,P0057,C01031,S011,2,157.4,0.0,314.8,263.22,51.58,2023,11,17
O108221,2023-11-17,P0061,C00895,S002,3,86.94,0.0,260.82,139.2,121.62,2023,11,17
O108245,2023-11-17,P0009,C01089,S011,2,8.02,0.0,16.04,12.18,3.86,2023,11,17
O103820,2023-11-17,P0077,C00624,S009,3,130.07,0.0,390.21,322.95,67.26,2023,11,17
O100352,2023-11-17,P0090,C00939,S005,1,575.16,0.0,575.16,375.73,199.43,2023,11,17
O109094,2023-11-17,P0021,C00823,S002,1,25.8,0.1,23.22,12.57,10.65,2023,11,17
O102663,2023-11-17,P0047,C00724,S001,1,125.46,0.05,119.19,59.9,59.29,2023,11,17
O100710,2023-11-17,P0009,C00784,S006,2,8.02,0.0,16.04,12.18,3.86,2023,11,17
O104506,2023-11-17,P0056,C00864,S005,1,20.73,0.0,20.73,16.75,3.98,2023,11,17
O107080,2023-11-17,P0026,C00950,S011,2,325.3,0.0,650.6,362.76,287.84,2023,11,17
O109182,2023-11-17,P0090,C00257,S008,1,575.16,0.0,575.16,375.73,199.43,2023,11,17
O101911,2023-11-17,P0074,C00394,S006,1,106.15,0.05,100.84,69.24,31.6,2023,11,17
O103483,2023-11-17,P0095,C01079,S010,1,118.84,0.0,118.84,78.17,40.67,2023,11,17
O101504,2023-11-17,P0069,C01067,S010,3,85.27,0.1,230.23,197.58,32.65,2023,11,17
O108110,2023-11-17,P0059,C01039,S008,1,10.64,0.05,10.11,7.7,2.41,2023,11,17
O111349,2023-11-18,P0014,C00444,S007,1,13.14,0.0,13.14,6.13,7.01,2023,11,18
O104425,2023-11-18,P0009,C00809,S006,2,8.02,0.1,14.44,12.18,2.26,2023,11,18
O104583,2023-11-18,P0003,C00246,S007,2,44.76,0.0,89.52,66.28,23.24,2023,11,18
O105323,2023-11-18,P0035,C00602,S007,1,21.89,0.1,19.7,12.25,7.45,2023,11,18
O104688,2023-11-18,P0049,C00225,S011,2,366.28,0.0,732.56,345.42,387.14,2023,11,18
O106134,2023-11-18,P0067,C00343,S011,1,5.57,0.05,5.29,3.25,2.04,2023,11,18
O103304,2023-11-18,P0003,C00557,S012,1,44.76,0.05,42.52,33.14,9.38,2023,11,18
O111470,2023-11-18,P0043,C00206,S003,1,11.09,0.0,11.09,5.81,5.28,2023,11,18
O108281,2023-11-18,P0057,C00938,S012,1,157.4,0.05,149.53,131.61,17.92,2023,11,18
O104255,2023-11-18,P0070,C01059,S005,4,27.07,0.0,108.28,57.0,51.28,2023,11,18
O109696,2023-11-18,P0050,C00385,S012,1,9.87,0.0,9.87,4.74,5.13,2023,11,18
O108322,2023-11-18,P0040,C00269,S007,5,25.25,0.0,126.25,82.65,43.6,2023,11,18
O109304,2023-11-18,P0073,C01017,S008,2,36.7,0.0,73.4,36.44,36.96,2023,11,18
O107464,2023-11-18,P0046,C00703,S007,3,69.45,0.0,208.35,127.74,80.61,2023,11,18
O103187,2023-11-18,P0011,C00780,S008,4,713.82,0.0,2855.28,1807.32,1047.96,2023,11,18
O110773,2023-11-18,P0007,C00275,S012,1,99.07,0.0,99.07,74.71,24.36,2023,11,18
O102819,2023-11-18,P0054,C00146,S001,1,42.97,0.0,42.97,29.12,13.85,2023,11,18
O106435,2023-11-18,P0089,C00306,S008,1,39.28,0.05,37.32,18.15,19.17,2023,11,18
O101720,2023-11-18,P0085,C00393,S007,1,34.17,0.0,34.17,27.5,6.67,2023,11,18
O102784,2023-11-18,P0027,C00169,S006,1,55.97,0.0,55.97,29.57,26.4,2023,11,18
O107199,2023-11-18,P0050,C00460,S011,2,9.87,0.05,18.75,9.48,9.27,2023,11,18
O105872,2023-11-19,P0031,C00378,S009,4,104.43,0.0,417.72,256.72,161.0,2023,11,19
O101371,2023-11-19,P0073,C01008,S002,1,36.7,0.0,36.7,18.22,18.48,2023,11,19
O108344,2023-11-19,P0019,C00659,S012,1,138.62,0.0,138.62,68.15,70.47,2023,11,19
O106339,2023-11-19,P0072,C00656,S008,1,149.26,0.0,149.26,69.51,79.75,2023,11,19
O106552,2023-11-19,P0005,C00567,S011,1,15.5,0.0,15.5,12.07,3.43,2023,11,19
O102707,2023-11-19,P0008,C00084,S003,1,22.28,0.0,22.28,11.14,11.14,2023,11,19
O104550,2023-11-19,P0048,C00751,S003,1,113.33,0.1,102.0,82.55,19.45,2023,11,19
O102716,2023-11-19,P0096,C00755,S001,1,63.84,0.15,54.26,35.05,19.21,2023,11,19
O110971,2023-11-19,P0023,C00592,S003,2,818.22,0.1,1472.8,1260.3,212.5,2023,11,19
O109876,2023-11-19,P0051,C00185,S011,5,32.14,0.15,136.6,80.1,56.5,2023,11,19
O103607,2023-11-19,P0090,C00269,S012,1,575.16,0.0,575.16,375.73,199.43,2023,11,19
O109489,2023-11-19,P0046,C00073,S009,2,69.45,0.0,138.9,85.16,53.74,2023,11,19
O110117,2023-11-19,P0022,C00811,S001,3,42.03,0.0,126.09,90.42,35.67,2023,11,19
O109948,2023-11-19,P0031,C00126,S006,1,104.43,0.0,104.43,64.18,40.25,2023,11,19
O107262,2023-11-19,P0078,C00115,S003,2,18.31,0.0,36.62,25.68,10.94,2023,11,19
O104760,2023-11-19,P0057,C00151,S010,1,157.4,0.05,149.53,131.61,17.92,2023,11,19
O107827,2023-11-20,P0091,C00517,S008,2,35.24,0.15,59.91,37.34,22.57,2023,11,20
O101814,2023-11-20,P0032,C00006,S010,3,62.15,0.05,177.13,135.87,41.26,2023,11,20
O107803,2023-11-20,P0053,C00539,S003,3,51.37,0.0,154.11,96.81,57.3,2023,11,20
O105408,2023-11-20,P0014,C01006,S001,1,13.14,0.0,13.14,6.13,7.01,2023,11,20
O100301,2023-11-20,P0043,C00576,S002,1,11.09,0.05,10.54,5.81,4.73,2023,11,20
O110638,2023-11-20,P0022,C01135,S003,1,42.03,0.0,42.03,30.14,11.89,2023,11,20
O101529,2023-11-20,P0069,C00609,S012,1,85.27,0.0,85.27,65.86,19.41,2023,11,20
O101011,2023-11-20,P0041,C00853,S006,5,246.7,0.1,1110.15,673.65,436.5,2023,11,20
O103378,2023-11-21,P0087,C00685,S006,1,463.9,0.0,463.9,253.65,210.25,2023,11,21
O102947,2023-11-21,P0055,C00410,S006,1,24.74,0.0,24.74,17.48,7.26,2023,11,21
O105333,2023-11-21,P0069,C00297,S006,1,85.27,0.0,85.27,65.86,19.41,2023,11,21
O100643,2023-11-21,P0039,C00741,S002,5,47.6,0.05,226.1,162.65,63.45,2023,11,21
O106594,2023-11-21,P0074,C00169,S001,1,106.15,0.1,95.54,69.24,26.3,2023,11,21
O107798,2023-11-21,P0078,C00836,S002,2,18.31,0.0,36.62,25.68,10.94,2023,11,21
O111984,2023-11-21,P0086,C00023,S002,1,310.61,0.1,279.55,159.69,119.86,2023,11,21
O110137,2023-11-21,P0013,C00504,S006,1,45.23,0.0,45.23,24.82,20.41,2023,11,21
O105228,2023-11-21,P0015,C00246,S008,2,36.03,0.05,68.46,37.22,31.24,2023,11,21
O104539,2023-11-21,P0036,C00293,S003,1,15.34,0.0,15.34,8.29,7.05,2023,11,21
O111915,2023-11-21,P0064,C00237,S006,1,12.06,0.1,10.85,5.48,5.37,2023,11,21
O104450,2023-11-21,P0073,C00949,S008,1,36.7,0.0,36.7,18.22,18.48,2023,11,21
O109226,2023-11-21,P0012,C00671,S007,1,88.36,0.05,83.94,62.9,21.04,2023,11,21
O102953,2023-11-21,P0017,C01054,S006,3,25.27,0.0,75.81,53.31,22.5,2023,11,21
O107074,2023-11-21,P0073,C00612,S001,1,36.7,0.1,33.03,18.22,14.81,2023,11,21
O102865,2023-11-21,P0003,C00227,S001,1,44.76,0.0,44.76,33.14,11.62,2023,11,21
O100034,2023-11-21,P0015,C00114,S003,4,36.03,0.05,136.91,74.44,62.47,2023,11,21
O108133,2023-11-21,P0077,C00191,S011,4,130.07,0.0,520.28,430.6,89.68,2023,11,21
O100555,2023-11-22,P0072,C01154,S006,2,149.26,0.05,283.59,139.02,144.57,2023,11,22
O100082,2023-11-22,P0042,C00778,S005,1,9.86,0.0,9.86,6.23,3.63,2023,11,22
O105125,2023-11-22,P0058,C00287,S006,1,123.22,0.0,123.22,59.47,63.75,2023,11,22
O105922,2023-11-22,P0011,C00582,S009,1,713.82,0.0,713.82,451.83,261.99,2023,11,22
O103335,2023-11-22,P0100,C00155,S011,1,142.46,0.0,142.46,91.14,51.32,2023,11,22
O105818,2023-11-22,P0044,C00081,S002,2,136.64,0.1,245.95,231.36,14.59,2023,11,22
O104766,2023-11-22,P0039,C00026,S001,1,47.6,0.0,47.6,32.53,15.07,2023,11,22
O105585,2023-11-22,P0002,C00259,S004,3,130.95,0.0,392.85,300.18,92.67,2023,11,22
O101862,2023-11-22,P0029,C01017,S003,1,93.75,0.0,93.75,68.76,24.99,2023,11,22
O101093,2023-11-22,P0079,C00441,S002,1,120.53,0.2,96.42,93.1,3.32,2023,11,22
O111497,2023-11-22,P0003,C01007,S001,1,44.76,0.0,44.76,33.14,11.62,2023,11,22
O107647,2023-11-22,P0020,C00457,S004,1,30.45,0.0,30.45,20.59,9.86,2023,11,22
O104870,2023-11-22,P0036,C00916,S007,2,15.34,0.05,29.15,16.58,12.57,2023,11,22
O103080,2023-11-22,P0080,C00262,S007,1,20.59,0.0,20.59,13.94,6.65,2023,11,22
O105382,2023-11-22,P0002,C00925,S005,1,130.95,0.05,124.4,100.06,24.34,2023,11,22
O110181,2023-11-22,P0084,C00218,S005,1,17.53,0.0,17.53,14.11,3.42,2023,11,22
O101049,2023-11-22,P0081,C01001,S004,1,143.09,0.05,135.94,110.0,25.94,2023,11,22
O111750,2023-11-22,P0087,C00699,S001,1,463.9,0.05,440.7,253.65,187.05,2023,11,22
O100157,2023-11-22,P0076,C00618,S012,1,301.81,0.0,301.81,247.89,53.92,2023,11,22
O103100,2023-11-22,P0092,C00745,S007,1,41.48,0.0,41.48,25.41,16.07,2023,11,22
O107610,2023-11-22,P0052,C01090,S011,1,97.55,0.0,97.55,61.47,36.08,2023,11,22
O108092,2023-11-23,P0010,C00591,S003,1,14.81,0.0,14.81,12.15,2.66,2023,11,23
O111581,2023-11-23,P0062,C00345,S009,2,39.06,0.0,78.12,35.7,42.42,2023,11,23
O106220,2023-11-23,P0070,C00970,S012,3,27.07,0.1,73.09,42.75,30.34,2023,11,23
O104287,2023-11-23,P0035,C00411,S002,1,21.89,0.0,21.89,12.25,9.64,2023,11,23
O107916,2023-11-23,P0049,C01189,S003,1,366.28,0.1,329.65,172.71,156.94,2023,11,23
O103307,2023-11-23,P0032,C00122,S001,3,62.15,0.1,167.8,135.87,31.93,2023,11,23
O105653,2023-11-23,P0084,C01028,S005,1,17.53,0.0,17.53,14.11,3.42,2023,11,23
O104678,2023-11-23,P0023,C00637,S001,1,818.22,0.15,695.49,630.15,65.34,2023,11,23
O103434,2023-11-23,P0092,C00992,S005,3,41.48,0.15,105.77,76.23,29.54,2023,11,23
O104845,2023-11-23,P0089,C00822,S005,1,39.28,0.0,39.28,18.15,21.13,2023,11,23
O103265,2023-11-23,P0035,C00462,S002,1,21.89,0.0,21.89,12.25,9.64,2023,11,23
O108102,2023-11-23,P0042,C01180,S007,3,9.86,0.05,28.1,18.69,9.41,2023,11,23
O107973,2023-11-23,P0050,C00085,S003,1,9.87,0.0,9.87,4.74,5.13,2023,11,23
O102522,2023-11-23,P0003,C00314,S005,2,44.76,0.0,89.52,66.28,23.24,2023,11,23
O106279,2023-11-23,P0066,C00601,S001,2,105.53,0.0,211.06,117.54,93.52,2023,11,23
O101544,2023-11-24,P0020,C00680,S011,1,30.45,0.0,30.45,20.59,9.86,2023,11,24
O102505,2023-11-24,P0053,C01030,S001,1,51.37,0.0,51.37,32.27,19.1,2023,11,24
O108421,2023-11-24,P0028,C00730,S005,2,453.33,0.0,906.66,507.92,398.74,2023,11,24
O109835,2023-11-24,P0026,C01101,S011,2,325.3,0.1,585.54,362.76,222.78,2023,11,24
O108279,2023-11-24,P0059,C01140,S011,1,10.64,0.0,10.64,7.7,2.94,2023,11,24
O108974,2023-11-24,P0081,C00295,S008,2,143.09,0.1,257.56,220.0,37.56,2023,11,24
O100062,2023-11-24,P0090,C00154,S006,2,575.16,0.05,1092.8,751.46,341.34,2023,11,24
O107182,2023-11-24,P0030,C01058,S009,2,41.4,0.0,82.8,50.42,32.38,2023,11,24
O106303,2023-11-24,P0002,C00708,S006,1,130.95,0.05,124.4,100.06,24.34,2023,11,24
O102882,2023-11-24,P0032,C00575,S007,1,62.15,0.0,62.15,45.29,16.86,2023,11,24
O101515,2023-11-24,P0031,C01105,S006,3,104.43,0.0,313.29,192.54,120.75,2023,11,24
O105844,2023-11-24,P0004,C00904,S006,1,29.55,0.05,28.07,14.48,13.59,2023,11,24
O105914,2023-11-24,P0092,C00238,S008,2,41.48,0.0,82.96,50.82,32.14,2023,11,24
O103336,2023-11-24,P0006,C00220,S001,1,74.01,0.05,70.31,43.08,27.23,2023,11,24
O108786,2023-11-24,P0066,C01074,S008,2,105.53,0.0,211.06,117.54,93.52,2023,11,24
O102162,2023-11-24,P0017,C00887,S008,1,25.27,0.0,25.27,17.77,7.5,2023,11,24
O107491,2023-11-24,P0043,C00056,S001,4,11.09,0.0,44.36,23.24,21.12,2023,11,24
O111742,2023-11-24,P0042,C00722,S007,3,9.86,0.0,29.58,18.69,10.89,2023,11,24
O111139,2023-11-25,P0054,C00296,S004,1,42.97,0.0,42.97,29.12,13.85,2023,11,25
O104403,2023-11-25,P0012,C00795,S012,3,88.36,0.0,265.08,188.7,76.38,2023,11,25
O106440,2023-11-25,P0003,C00299,S009,1,44.76,0.1,40.28,33.14,7.14,2023,11,25
O108020,2023-11-25,P0096,C00830,S009,1,63.84,0.0,63.84,35.05,28.79,2023,11,25
O111859,2023-11-25,P0094,C00883,S001,1,21.21,0.05,20.15,12.17,7.98,2023,11,25
O107428,2023-11-25,P0073,C00281,S003,2,36.7,0.0,73.4,36.44,36.96,2023,11,25
O106671,2023-11-25,P0029,C00693,S011,4,93.75,0.0,375.0,275.04,99.96,2023,11,25
O107416,2023-11-25,P0032,C00324,S003,1,62.15,0.15,52.83,45.29,7.54,2023,11,25
O107896,2023-11-25,P0026,C01112,S008,1,325.3,0.15,276.5,181.38,95.12,2023,11,25
O109014,2023-11-25,P0073,C00871,S011,1,36.7,0.0,36.7,18.22,18.48,2023,11,25
O100022,2023-11-25,P0005,C00355,S001,1,15.5,0.0,15.5,12.07,3.43,2023,11,25
O109124,2023-11-25,P0075,C00143,S004,1,10.1,0.0,10.1,7.49,2.61,2023,11,25
O104060,2023-11-25,P0078,C00281,S005,1,18.31,0.15,15.56,12.84,2.72,2023,11,25
O104657,2023-11-25,P0007,C00376,S011,1,99.07,0.0,99.07,74.71,24.36,2023,11,25
O108646,2023-11-25,P0004,C00167,S008,1,29.55,0.0,29.55,14.48,15.07,2023,11,25
O101116,2023-11-26,P0092,C01151,S003,1,41.48,0.15,35.26,25.41,9.85,2023,11,26
O103450,2023-11-26,P0048,C00375,S008,3,113.33,0.0,339.99,247.65,92.34,2023,11,26
O107658,2023-11-26,P0001,C00373,S007,1,132.87,0.0,132.87,107.4,25.47,2023,11,26
O109283,2023-11-26,P0052,C01089,S007,1,97.55,0.0,97.55,61.47,36.08,2023,11,26
O108054,2023-11-26,P0034,C00811,S001,1,84.19,0.1,75.77,69.04,6.73,2023,11,26
O108232,2023-11-26,P0057,C00418,S004,1,157.4,0.15,133.79,131.61,2.18,2023,11,26
O110710,2023-11-26,P0089,C00052,S006,2,39.28,0.05,74.63,36.3,38.33,2023,11,26
O101406,2023-11-26,P0084,C00055,S006,1,17.53,0.15,14.9,14.11,0.79,2023,11,26
O106873,2023-11-26,P0006,C00821,S002,1,74.01,0.1,66.61,43.08,23.53,2023,11,26
O100167,2023-11-26,P0038,C00216,S001,2,42.19,0.0,84.38,58.62,25.76,2023,11,26
O105044,2023-11-26,P0026,C00154,S001,1,325.3,0.0,325.3,181.38,143.92,2023,11,26
O105060,2023-11-26,P0079,C00964,S008,10,120.53,0.1,1084.77,931.0,153.77,2023,11,26
O100592,2023-11-26,P0052,C00175,S003,1,97.55,0.0,97.55,61.47,36.08,2023,11,26
O103314,2023-11-26,P0027,C00612,S009,3,55.97,0.2,134.33,88.71,45.62,2023,11,26
O106364,2023-11-26,P0015,C00737,S009,1,36.03,0.2,28.82,18.61,10.21,2023,11,26
O107063,2023-11-26,P0070,C00245,S009,4,27.07,0.0,108.28,57.0,51.28,2023,11,26
O107188,2023-11-26,P0008,C00019,S012,2,22.28,0.2,35.65,22.28,13.37,2023,11,26
O108251,2023-11-26,P0038,C00530,S005,1,42.19,0.0,42.19,29.31,12.88,2023,11,26
O110099,2023-11-26,P0036,C00452,S008,2,15.34,0.0,30.68,16.58,14.1,2023,11,26
O111404,2023-11-26,P0014,C01091,S001,1,13.14,0.1,11.83,6.13,5.7,2023,11,26
O110808,2023-11-26,P0045,C00632,S011,2,131.19,0.0,262.38,213.76,48.62,2023,11,26
O107443,2023-11-26,P0023,C01025,S010,1,818.22,0.0,818.22,630.15,188.07,2023,11,26
O102169,2023-11-26,P0023,C00184,S003,4,818.22,0.0,3272.88,2520.6,752.28,2023,11,26
O103794,2023-11-27,P0004,C00900,S006,4,29.55,0.15,100.47,57.92,42.55,2023,11,27
O103293,2023-11-27,P0063,C00578,S008,1,112.94,0.05,107.29,90.69,16.6,2023,11,27
O105100,2023-11-27,P0043,C00992,S006,1,11.09,0.1,9.98,5.81,4.17,2023,11,27
O105475,2023-11-27,P0040,C00518,S009,3,25.25,0.0,75.75,49.59,26.16,2023,11,27
O106768,2023-11-27,P0077,C00765,S011,1,130.07,0.1,117.06,107.65,9.41,2023,11,27
O105990,2023-11-27,P0033,C01154,S004,1,47.81,0.0,47.81,31.21,16.6,2023,11,27
O108335,2023-11-27,P0068,C00894,S010,1,100.31,0.0,100.31,81.38,18.93,2023,11,27
O100283,2023-11-27,P0002,C00062,S005,1,130.95,0.0,130.95,100.06,30.89,2023,11,27
O105468,2023-11-27,P0001,C00370,S010,1,132.87,0.05,126.23,107.4,18.83,2023,11,27
O108822,2023-11-27,P0056,C00203,S010,1,20.73,0.0,20.73,16.75,3.98,2023,11,27
O108422,2023-11-27,P0050,C00762,S011,1,9.87,0.0,9.87,4.74,5.13,2023,11,27
O110725,2023-11-27,P0027,C00509,S008,3,55.97,0.0,167.91,88.71,79.2,2023,11,27
O106709,2023-11-27,P0057,C01104,S001,1,157.4,0.0,157.4,131.61,25.79,2023,11,27
O100992,2023-11-27,P0100,C00790,S004,3,142.46,0.0,427.38,273.42,153.96,2023,11,27
O111001,2023-11-27,P0072,C01050,S009,4,149.26,0.1,537.34,278.04,259.3,2023,11,27
O107096,2023-11-27,P0075,C00275,S005,1,10.1,0.0,10.1,7.49,2.61,2023,11,27
O104867,2023-11-27,P0025,C00296,S002,3,18.6,0.0,55.8,42.27,13.53,2023,11,27
O103117,2023-11-27,P0092,C01037,S003,4,41.48,0.0,165.92,101.64,64.28,2023,11,27
O102517,2023-11-27,P0022,C00480,S003,1,42.03,0.0,42.03,30.14,11.89,2023,11,27
O103403,2023-11-27,P0055,C01080,S010,1,24.74,0.1,22.27,17.48,4.79,2023,11,27
O106520,2023-11-27,P0099,C00436,S011,1,5.01,0.2,4.01,2.77,1.24,2023,11,27
O104676,2023-11-27,P0058,C00543,S001,3,123.22,0.0,369.66,178.41,191.25,2023,11,27
O111519,2023-11-27,P0032,C00080,S002,3,62.15,0.0,186.45,135.87,50.58,2023,11,27
O106629,2023-11-28,P0002,C00820,S012,5,130.95,0.0,654.75,500.3,154.45,2023,11,28
O101593,2023-11-28,P0058,C00254,S012,1,123.22,0.15,104.74,59.47,45.27,2023,11,28
O105205,2023-11-28,P0014,C00481,S008,2,13.14,0.0,26.28,12.26,14.02,2023,11,28
O109869,2023-11-28,P0051,C00512,S009,5,32.14,0.0,160.7,80.1,80.6,2023,11,28
O101006,2023-11-28,P0030,C01046,S009,4,41.4,0.0,165.6,100.84,64.76,2023,11,28
O108176,2023-11-28,P0001,C00716,S008,1,132.87,0.05,126.23,107.4,18.83,2023,11,28
